               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  51,            0.022435,            0.012695,             0.00496,             0.89535,             0.82075,             0.93152,             0.75591,            0.034662,           0.0056519,            0.023369,             0.00901,             0.00901,             0.00901
                  52,            0.023237,            0.011595,            0.006043,              0.7713,             0.72819,             0.78848,             0.60669,            0.039525,           0.0081608,            0.024664,           0.0089902,           0.0089902,           0.0089902
                  53,            0.021943,            0.011621,           0.0065963,             0.68698,             0.74219,              0.7984,             0.63809,            0.033228,           0.0080926,            0.018727,           0.0089704,           0.0089704,           0.0089704
                  54,            0.020393,            0.010938,           0.0055139,             0.84257,             0.83349,             0.87939,              0.7081,            0.033846,           0.0072107,            0.016771,           0.0089506,           0.0089506,           0.0089506
                  55,            0.022467,            0.012439,           0.0047703,             0.88779,             0.79245,             0.89293,             0.70701,            0.033774,           0.0069498,            0.019035,           0.0089308,           0.0089308,           0.0089308
                  56,            0.022053,            0.012371,           0.0043823,             0.90931,              0.8637,             0.92656,             0.78009,            0.031966,           0.0052893,            0.020965,            0.008911,            0.008911,            0.008911
                  57,            0.023169,            0.012737,           0.0052227,             0.92123,             0.89461,             0.94502,             0.80562,            0.030085,           0.0050753,            0.013007,           0.0088912,           0.0088912,           0.0088912
                  58,            0.020711,            0.011925,           0.0045997,             0.85675,             0.79855,             0.90325,             0.75806,            0.038134,           0.0060551,            0.020357,           0.0088714,           0.0088714,           0.0088714
                  59,            0.019231,            0.010897,           0.0052723,             0.96657,             0.92366,             0.96444,             0.81183,            0.032697,           0.0054916,            0.013927,           0.0088516,           0.0088516,           0.0088516
                  60,              0.0214,            0.011953,           0.0070582,             0.48261,             0.40832,             0.38956,             0.30789,            0.033655,           0.0079532,            0.067059,           0.0088318,           0.0088318,           0.0088318
                  61,            0.022904,            0.012992,           0.0065783,              0.5669,             0.26848,             0.31495,             0.24388,            0.045133,            0.020751,            0.054122,            0.008812,            0.008812,            0.008812
                  62,            0.021605,            0.012022,           0.0060346,             0.66737,             0.47496,             0.50036,             0.39313,            0.034107,            0.015361,            0.033284,           0.0087922,           0.0087922,           0.0087922
                  63,            0.021364,            0.011836,           0.0059489,              0.8316,             0.76709,             0.86611,             0.71455,            0.032461,           0.0053095,            0.016681,           0.0087724,           0.0087724,           0.0087724
                  64,            0.021748,            0.011697,           0.0052723,             0.89876,             0.80607,             0.92842,             0.79716,            0.028719,           0.0054317,             0.02611,           0.0087526,           0.0087526,           0.0087526
                  65,            0.020538,            0.011374,           0.0065912,             0.94639,             0.92025,             0.96132,             0.82663,            0.029726,           0.0052003,           0.0099378,           0.0087328,           0.0087328,           0.0087328
                  66,            0.020668,            0.011466,           0.0051141,             0.75117,             0.73846,             0.79704,             0.66344,            0.035673,            0.006188,            0.038825,            0.008713,            0.008713,            0.008713
                  67,            0.020508,            0.011944,           0.0064248,              0.9324,             0.92363,             0.96667,             0.81687,            0.031471,           0.0051573,           0.0093551,           0.0086932,           0.0086932,           0.0086932
                  68,            0.020155,            0.011703,            0.004609,             0.86114,             0.80464,              0.8701,              0.7238,            0.035668,            0.006396,            0.024946,           0.0086734,           0.0086734,           0.0086734
                  69,            0.021476,            0.011913,           0.0048461,             0.94564,             0.92057,             0.96826,             0.80198,            0.031301,           0.0051347,           0.0098537,           0.0086536,           0.0086536,           0.0086536
                  70,            0.018878,             0.01056,            0.005127,             0.94601,             0.90933,             0.96138,             0.83263,            0.027291,           0.0054279,            0.011981,           0.0086338,           0.0086338,           0.0086338
                  71,            0.019128,             0.01174,           0.0053566,             0.87307,             0.86345,             0.93903,             0.78764,            0.031447,           0.0051361,            0.015419,            0.008614,            0.008614,            0.008614
                  72,            0.020609,            0.011857,           0.0045342,             0.94021,             0.92055,             0.96113,             0.79496,             0.03091,           0.0053236,            0.014993,           0.0085942,           0.0085942,           0.0085942
                  73,            0.020697,            0.011416,           0.0041477,             0.94296,              0.9316,             0.96798,             0.83968,            0.025006,           0.0049637,           0.0091904,           0.0085744,           0.0085744,           0.0085744
                  74,            0.018376,            0.010076,            0.003853,             0.85863,             0.81758,             0.89842,             0.76526,            0.034974,           0.0051592,            0.031501,           0.0085546,           0.0085546,           0.0085546
                  75,            0.019978,            0.011278,           0.0043753,             0.90074,             0.88749,             0.94533,             0.79006,            0.031675,           0.0057091,            0.023523,           0.0085348,           0.0085348,           0.0085348
                  76,            0.018211,              0.0109,           0.0038649,             0.89205,             0.82853,             0.92161,             0.78921,            0.029984,             0.00568,            0.022053,            0.008515,            0.008515,            0.008515
                  77,            0.017832,            0.010823,           0.0048648,             0.90454,             0.91833,             0.95987,             0.83918,            0.029193,           0.0048137,            0.014476,           0.0084952,           0.0084952,           0.0084952
                  78,            0.018038,             0.01106,           0.0043812,             0.87789,             0.81192,             0.89842,             0.76393,             0.02772,           0.0052117,            0.026359,           0.0084754,           0.0084754,           0.0084754
                  79,            0.019695,            0.011088,           0.0037805,             0.88017,             0.91194,             0.95213,             0.81541,            0.028436,           0.0048056,            0.017771,           0.0084556,           0.0084556,           0.0084556
                  80,             0.01843,            0.011059,           0.0038592,             0.89444,             0.91173,             0.94157,             0.80415,              0.0248,           0.0048629,            0.018272,           0.0084358,           0.0084358,           0.0084358
                  81,            0.017869,            0.010991,           0.0040317,             0.78285,             0.85904,             0.88711,             0.73969,            0.030551,           0.0055258,            0.031411,            0.008416,            0.008416,            0.008416
                  82,            0.017291,            0.011079,           0.0039087,             0.93652,             0.90763,              0.9566,             0.82191,            0.031573,           0.0053283,            0.012011,           0.0083962,           0.0083962,           0.0083962
                  83,            0.018434,            0.010603,           0.0035479,             0.94549,             0.94701,             0.97295,             0.80072,            0.028757,           0.0048083,           0.0072477,           0.0083764,           0.0083764,           0.0083764
                  84,            0.018367,            0.011006,           0.0034559,             0.95737,             0.94493,              0.9738,             0.84359,            0.028189,           0.0044741,           0.0094356,           0.0083566,           0.0083566,           0.0083566
                  85,            0.018826,            0.010833,           0.0045953,             0.93725,             0.93383,             0.97272,              0.8368,            0.029673,           0.0052554,           0.0080209,           0.0083368,           0.0083368,           0.0083368
                  86,            0.017985,            0.011047,           0.0043509,             0.88921,             0.82773,              0.9346,             0.81228,            0.027783,           0.0051232,            0.015402,            0.008317,            0.008317,            0.008317
                  87,            0.017321,            0.010153,           0.0041215,             0.88784,              0.9179,              0.9564,             0.82644,            0.030471,           0.0056908,            0.013805,           0.0082972,           0.0082972,           0.0082972
                  88,            0.017528,            0.010671,           0.0037442,             0.92793,             0.84759,             0.93486,             0.79253,            0.029919,           0.0062828,             0.01614,           0.0082774,           0.0082774,           0.0082774
                  89,            0.017595,              0.0105,           0.0034537,             0.85268,             0.81575,             0.89169,              0.7677,            0.033356,            0.005722,            0.032033,           0.0082576,           0.0082576,           0.0082576
                  90,             0.01894,             0.01118,            0.003738,             0.92071,             0.89038,             0.95374,             0.81178,            0.033087,           0.0050081,            0.017608,           0.0082378,           0.0082378,           0.0082378
                  91,            0.018494,            0.010914,           0.0037539,             0.95059,              0.9083,              0.9768,             0.83105,             0.03422,           0.0045179,           0.0064133,            0.008218,            0.008218,            0.008218
                  92,            0.017683,            0.010688,           0.0041311,             0.95476,             0.92276,             0.96727,             0.82669,            0.031379,           0.0050175,            0.019849,           0.0081982,           0.0081982,           0.0081982
                  93,            0.018342,            0.010171,           0.0034785,              0.7282,             0.79162,             0.84173,             0.72278,            0.037162,           0.0056826,            0.028818,           0.0081784,           0.0081784,           0.0081784
                  94,            0.017394,            0.010651,           0.0052845,             0.92675,             0.87935,             0.95056,             0.82695,            0.026258,           0.0051861,            0.025752,           0.0081586,           0.0081586,           0.0081586
                  95,            0.016809,            0.010597,             0.00464,             0.93926,             0.93078,             0.96722,             0.85534,            0.029259,            0.004803,             0.01628,           0.0081388,           0.0081388,           0.0081388
                  96,            0.017511,            0.010661,           0.0037529,             0.89131,             0.87596,              0.9337,             0.81401,            0.033091,           0.0050962,            0.016197,            0.008119,            0.008119,            0.008119
                  97,            0.017935,            0.010542,           0.0041124,             0.84346,             0.80643,             0.89727,             0.77744,            0.032277,           0.0064715,            0.022349,           0.0080992,           0.0080992,           0.0080992
                  98,              0.0171,            0.010105,           0.0030998,             0.93543,             0.90246,             0.95382,             0.82621,            0.026911,            0.005569,            0.019705,           0.0080794,           0.0080794,           0.0080794
                  99,             0.01726,            0.010018,           0.0034422,             0.91955,             0.87017,             0.92297,             0.77448,            0.028395,           0.0065303,            0.028118,           0.0080596,           0.0080596,           0.0080596
                 100,            0.018358,            0.010393,           0.0032842,             0.94902,             0.96521,             0.97452,             0.83425,             0.02493,           0.0051922,            0.018755,           0.0080398,           0.0080398,           0.0080398
                 101,            0.017014,            0.010182,           0.0030128,             0.96061,             0.94734,             0.97035,              0.8448,            0.028238,           0.0047631,            0.018892,             0.00802,             0.00802,             0.00802
                 102,            0.017198,            0.010325,           0.0027524,             0.94342,             0.94281,             0.97145,             0.84948,            0.026328,           0.0047428,            0.018975,           0.0080002,           0.0080002,           0.0080002
                 103,            0.015923,            0.010027,            0.002487,             0.96319,             0.93154,             0.96477,             0.85649,            0.026266,           0.0049275,             0.02092,           0.0079804,           0.0079804,           0.0079804
                 104,            0.016931,            0.010357,           0.0021993,             0.93783,             0.93524,             0.95717,             0.83306,            0.031117,           0.0049983,            0.023486,           0.0079606,           0.0079606,           0.0079606
                 105,            0.018026,            0.010682,           0.0029558,              0.9538,             0.92797,             0.96402,             0.84137,            0.030081,           0.0048037,            0.020723,           0.0079408,           0.0079408,           0.0079408
                 106,            0.017847,           0.0099302,           0.0030864,             0.93871,             0.94723,             0.96486,             0.83567,            0.027614,           0.0054141,            0.019476,            0.007921,            0.007921,            0.007921
                 107,            0.018173,            0.010362,           0.0035998,             0.89899,             0.90196,             0.96014,             0.82148,            0.028267,           0.0050147,            0.024105,           0.0079012,           0.0079012,           0.0079012
                 108,            0.018107,            0.010468,           0.0033418,             0.80864,             0.76045,             0.84064,             0.72727,            0.032138,           0.0056415,             0.02637,           0.0078814,           0.0078814,           0.0078814
                 109,            0.016961,            0.010066,           0.0036736,             0.94826,             0.89859,             0.96497,             0.84975,            0.030055,            0.004635,            0.013604,           0.0078616,           0.0078616,           0.0078616
                 110,            0.016081,           0.0098769,           0.0027484,             0.97061,             0.91307,             0.96869,              0.8687,             0.02692,           0.0046817,            0.011141,           0.0078418,           0.0078418,           0.0078418
                 111,            0.016702,           0.0096635,           0.0036967,             0.94517,             0.89299,             0.94748,             0.82623,            0.029994,           0.0049607,            0.025096,            0.007822,            0.007822,            0.007822
                 112,            0.017658,           0.0098577,           0.0055851,             0.90907,             0.84843,             0.91684,             0.79614,            0.027968,           0.0055944,            0.012059,           0.0078022,           0.0078022,           0.0078022
                 113,            0.016713,            0.010438,           0.0050688,             0.95663,             0.93654,               0.963,             0.83117,            0.022872,           0.0049672,           0.0093526,           0.0077824,           0.0077824,           0.0077824
                 114,            0.016094,            0.010144,           0.0043761,             0.81313,             0.78545,             0.84128,              0.7338,            0.028367,           0.0066622,            0.017003,           0.0077626,           0.0077626,           0.0077626
                 115,            0.015599,           0.0099801,           0.0041245,              0.8359,              0.7859,             0.87401,             0.76465,            0.026801,           0.0062579,            0.015753,           0.0077428,           0.0077428,           0.0077428
                 116,            0.018264,            0.010603,           0.0034524,             0.93578,             0.89333,                0.95,             0.83584,            0.024345,           0.0054184,            0.018923,            0.007723,            0.007723,            0.007723
                 117,            0.016876,            0.010188,            0.004466,             0.78817,             0.77496,             0.84564,             0.73746,            0.025634,           0.0057222,            0.021398,           0.0077032,           0.0077032,           0.0077032
                 118,            0.017181,            0.010349,           0.0035433,             0.93537,             0.92296,             0.95992,             0.84526,             0.02525,           0.0048003,            0.011735,           0.0076834,           0.0076834,           0.0076834
                 119,            0.016396,            0.010243,           0.0036641,             0.91649,             0.86531,             0.94216,             0.81891,            0.027228,           0.0055561,           0.0089761,           0.0076636,           0.0076636,           0.0076636
                 120,            0.015318,            0.010267,           0.0030224,             0.87674,             0.79177,             0.89264,             0.77684,            0.031379,           0.0055907,              0.0158,           0.0076438,           0.0076438,           0.0076438
                 121,            0.015912,           0.0098472,           0.0026394,             0.97075,             0.92888,             0.97617,              0.8684,            0.027025,           0.0047359,           0.0073536,            0.007624,            0.007624,            0.007624
                 122,            0.017508,            0.010027,           0.0040208,             0.94085,             0.91272,             0.95676,              0.8306,            0.027396,           0.0051105,            0.017105,           0.0076042,           0.0076042,           0.0076042
                 123,            0.017206,            0.010197,           0.0045048,             0.79228,                0.83,             0.88307,             0.75923,            0.025704,           0.0056735,            0.024818,           0.0075844,           0.0075844,           0.0075844
                 124,             0.01593,            0.010583,           0.0034334,             0.80125,             0.72688,             0.81909,             0.69749,            0.024615,           0.0055364,            0.028887,           0.0075646,           0.0075646,           0.0075646
                 125,            0.017346,            0.010217,           0.0031592,             0.92606,             0.92477,             0.95893,             0.84205,            0.024165,           0.0047346,             0.02287,           0.0075448,           0.0075448,           0.0075448
                 126,            0.016202,            0.010386,           0.0025117,             0.94477,             0.90545,             0.96387,              0.8641,            0.022258,            0.004834,            0.018998,            0.007525,            0.007525,            0.007525
                 127,            0.016629,           0.0096859,           0.0029289,             0.96773,             0.95668,             0.97788,             0.84697,            0.025702,           0.0045761,            0.019185,           0.0075052,           0.0075052,           0.0075052
                 128,            0.016624,            0.010422,           0.0028896,             0.92289,             0.93159,             0.96082,             0.86104,            0.029076,           0.0046066,           0.0089084,           0.0074854,           0.0074854,           0.0074854
                 129,            0.015858,            0.010005,           0.0026461,             0.88633,             0.89501,             0.94113,             0.83311,            0.028603,           0.0057112,             0.02266,           0.0074656,           0.0074656,           0.0074656
                 130,            0.015366,           0.0095504,           0.0027626,             0.91896,             0.90274,             0.95895,             0.84243,             0.02818,           0.0054924,            0.014561,           0.0074458,           0.0074458,           0.0074458
                 131,            0.015201,           0.0096377,           0.0047604,             0.84642,             0.77295,             0.84566,             0.71609,            0.034073,           0.0097821,            0.024807,            0.007426,            0.007426,            0.007426
                 132,            0.016298,           0.0096629,           0.0033176,             0.97746,             0.90939,             0.96572,             0.85387,            0.027895,           0.0054277,            0.010129,           0.0074062,           0.0074062,           0.0074062
                 133,            0.015261,           0.0098161,           0.0029464,              0.8639,             0.89521,             0.92515,             0.82449,            0.027961,           0.0060532,            0.019178,           0.0073864,           0.0073864,           0.0073864
                 134,            0.015225,            0.009766,           0.0027795,             0.92536,             0.91393,              0.9551,             0.84581,            0.026916,           0.0052571,            0.014849,           0.0073666,           0.0073666,           0.0073666
                 135,            0.015726,           0.0098075,           0.0028166,             0.95085,             0.87852,             0.94417,             0.83103,            0.025697,           0.0055637,            0.015672,           0.0073468,           0.0073468,           0.0073468
                 136,            0.016253,            0.010196,           0.0036987,             0.87452,             0.87973,             0.93756,             0.81316,            0.026551,           0.0049584,            0.026862,            0.007327,            0.007327,            0.007327
                 137,            0.017273,            0.010102,           0.0032766,             0.95264,             0.92318,             0.96287,             0.83646,            0.028363,           0.0049059,            0.016943,           0.0073072,           0.0073072,           0.0073072
                 138,            0.015832,            0.010267,           0.0037077,             0.89704,             0.88325,             0.92275,             0.82403,            0.031735,           0.0048588,            0.025891,           0.0072874,           0.0072874,           0.0072874
                 139,            0.014344,           0.0096034,           0.0031254,             0.93929,              0.9412,             0.97151,             0.85609,            0.025439,           0.0049016,            0.021156,           0.0072676,           0.0072676,           0.0072676
                 140,            0.014592,           0.0093811,            0.002976,             0.92716,              0.8447,             0.93581,             0.82477,            0.028286,           0.0048599,            0.019904,           0.0072478,           0.0072478,           0.0072478
                 141,            0.015551,           0.0099997,            0.001942,             0.98153,             0.93455,             0.97347,             0.86373,            0.025504,           0.0046022,            0.011941,            0.007228,            0.007228,            0.007228
                 142,            0.014726,           0.0096255,           0.0017277,             0.93585,             0.92573,             0.96843,             0.87094,            0.025473,           0.0045756,            0.020885,           0.0072082,           0.0072082,           0.0072082
                 143,            0.015663,           0.0094931,           0.0026077,             0.96187,             0.91194,             0.97124,             0.84133,             0.03066,           0.0047386,           0.0076723,           0.0071884,           0.0071884,           0.0071884
